phno	uno	pno	date	size	state
1262	73	91	2023-10-04	S(1),M(2),L(1),XL(0)	4
1263	69	60	2023-10-04	S(1),M(2),L(2),XL(2)	1
1264	41	16	2023-10-04	S(0),M(0),L(2),XL(1)	6
1265	4	55	2023-10-04	S(1),M(1),L(1),XL(1)	6
1266	84	68	2023-10-04	S(1),M(1),L(0),XL(1)	4
1267	88	98	2023-10-04	S(1),M(0),L(0),XL(1)	3
1268	75	58	2023-10-04	S(0),M(1),L(2),XL(2)	4
1269	37	60	2023-10-04	S(1),M(2),L(0),XL(2)	3
1270	96	62	2023-10-04	S(1),M(0),L(2),XL(1)	2
1271	84	84	2023-10-04	S(0),M(2),L(0),XL(2)	6
1272	22	66	2023-10-04	S(2),M(2),L(1),XL(0)	4
1273	16	59	2023-10-04	S(2),M(2),L(2),XL(1)	5
1274	44	7	2023-10-05	S(0),M(1),L(1),XL(2)	3
1275	8	9	2023-10-05	S(2),M(0),L(1),XL(2)	4
1276	79	56	2023-10-05	S(0),M(1),L(0),XL(2)	4
1277	86	9	2023-10-05	S(2),M(1),L(0),XL(1)	5
1278	97	28	2023-10-05	S(1),M(1),L(0),XL(2)	1
1279	70	46	2023-10-05	S(1),M(2),L(0),XL(1)	2
1280	2	68	2023-10-05	S(1),M(1),L(1),XL(0)	2
1281	80	91	2023-10-05	S(2),M(2),L(0),XL(0)	3
1282	81	80	2023-10-05	S(0),M(1),L(2),XL(0)	5
1283	15	70	2023-10-05	S(1),M(0),L(1),XL(1)	6
1284	75	44	2023-10-05	S(1),M(0),L(1),XL(0)	5
1285	37	48	2023-10-05	S(1),M(0),L(1),XL(0)	3
1286	72	75	2023-10-05	S(1),M(2),L(1),XL(1)	6
1287	33	67	2023-10-05	S(0),M(1),L(1),XL(1)	5
1288	40	7	2023-10-05	S(0),M(0),L(0),XL(2)	2
1289	11	28	2023-10-05	S(1),M(1),L(2),XL(1)	5
1290	39	67	2023-10-05	S(2),M(0),L(0),XL(2)	2
1291	64	4	2023-10-05	S(2),M(1),L(1),XL(0)	5
1292	7	20	2023-10-05	S(0),M(2),L(0),XL(2)	3
1293	41	17	2023-10-05	S(1),M(1),L(2),XL(0)	1
1294	33	57	2023-10-05	S(1),M(2),L(2),XL(1)	4
1295	43	42	2023-10-05	S(2),M(2),L(1),XL(1)	3
1296	48	41	2023-10-05	S(0),M(2),L(0),XL(2)	3
1297	22	42	2023-10-05	S(2),M(0),L(1),XL(0)	1
1298	10	10	2023-10-05	S(2),M(2),L(1),XL(2)	4
1299	26	26	2023-10-05	S(2),M(2),L(0),XL(1)	3
1300	53	12	2023-10-06	S(0),M(1),L(2),XL(1)	1
1301	100	83	2023-10-06	S(2),M(0),L(0),XL(1)	2
1302	61	27	2023-10-06	S(2),M(2),L(2),XL(2)	3
1303	9	37	2023-10-06	S(0),M(2),L(1),XL(0)	6
1304	24	83	2023-10-06	S(1),M(0),L(1),XL(0)	4
1305	51	69	2023-10-06	S(2),M(2),L(1),XL(1)	2
1306	76	13	2023-10-06	S(1),M(0),L(2),XL(2)	5
1307	85	1	2023-10-06	S(0),M(2),L(1),XL(1)	5
1308	62	54	2023-10-06	S(2),M(1),L(1),XL(0)	4
1309	8	30	2023-10-06	S(2),M(0),L(1),XL(0)	5
1310	75	52	2023-10-06	S(2),M(2),L(2),XL(0)	2
1311	10	95	2023-10-06	S(1),M(2),L(0),XL(1)	5
1312	9	92	2023-10-07	S(2),M(1),L(0),XL(1)	2
1313	77	88	2023-10-07	S(2),M(0),L(2),XL(0)	1
1314	27	39	2023-10-07	S(2),M(1),L(1),XL(1)	2
1315	95	100	2023-10-07	S(0),M(0),L(0),XL(2)	6
1316	71	44	2023-10-07	S(0),M(1),L(0),XL(0)	1
1317	19	8	2023-10-07	S(2),M(0),L(2),XL(1)	6
1318	100	45	2023-10-07	S(0),M(2),L(2),XL(1)	4
1319	65	19	2023-10-07	S(2),M(2),L(0),XL(2)	4
1320	16	80	2023-10-07	S(2),M(0),L(0),XL(1)	3
1321	32	36	2023-10-07	S(1),M(1),L(2),XL(0)	6
1322	11	58	2023-10-07	S(1),M(2),L(0),XL(1)	6
1323	23	77	2023-10-07	S(0),M(2),L(2),XL(0)	3
1324	62	2	2023-10-07	S(1),M(1),L(1),XL(1)	3
1325	81	84	2023-10-07	S(1),M(2),L(0),XL(1)	6
1326	29	17	2023-10-07	S(1),M(2),L(2),XL(2)	4
1327	73	34	2023-10-07	S(1),M(2),L(2),XL(0)	5
1328	35	58	2023-10-07	S(0),M(0),L(2),XL(2)	5
1329	34	1	2023-10-07	S(0),M(2),L(2),XL(2)	2
1330	21	62	2023-10-08	S(2),M(1),L(2),XL(1)	5
1331	7	98	2023-10-08	S(0),M(0),L(1),XL(2)	3
1332	56	34	2023-10-08	S(0),M(0),L(2),XL(0)	4
1333	54	29	2023-10-08	S(2),M(0),L(0),XL(2)	6
1334	100	19	2023-10-08	S(2),M(0),L(1),XL(1)	4
1335	20	49	2023-10-08	S(1),M(0),L(1),XL(1)	3
1336	47	11	2023-10-08	S(1),M(1),L(0),XL(0)	5
1337	36	87	2023-10-08	S(0),M(1),L(2),XL(0)	4
1338	58	51	2023-10-08	S(0),M(1),L(0),XL(2)	5
1339	70	2	2023-10-08	S(0),M(2),L(2),XL(2)	6
1340	38	82	2023-10-08	S(0),M(1),L(2),XL(0)	4
1341	91	86	2023-10-08	S(1),M(0),L(1),XL(1)	5
1342	61	5	2023-10-08	S(1),M(0),L(1),XL(2)	5
1343	70	90	2023-10-08	S(2),M(0),L(0),XL(1)	5
1344	19	54	2023-10-08	S(0),M(2),L(1),XL(0)	6
1345	21	43	2023-10-08	S(1),M(0),L(2),XL(0)	5
1346	25	89	2023-10-08	S(0),M(1),L(2),XL(2)	3
1347	21	4	2023-10-09	S(1),M(1),L(2),XL(1)	2
1348	53	78	2023-10-09	S(0),M(2),L(0),XL(0)	2
1349	70	53	2023-10-09	S(2),M(2),L(2),XL(1)	6
1350	98	71	2023-10-09	S(0),M(0),L(2),XL(0)	4
1351	16	72	2023-10-09	S(0),M(1),L(2),XL(0)	4
1352	60	19	2023-10-09	S(1),M(0),L(1),XL(0)	3
1353	53	85	2023-10-09	S(1),M(2),L(0),XL(2)	3
1354	66	45	2023-10-09	S(2),M(1),L(2),XL(2)	3
1355	70	48	2023-10-09	S(0),M(1),L(0),XL(1)	1
1356	87	75	2023-10-09	S(0),M(0),L(0),XL(2)	5
1357	24	29	2023-10-09	S(2),M(2),L(1),XL(2)	2
1358	20	18	2023-10-09	S(0),M(1),L(1),XL(1)	2
1359	28	50	2023-10-09	S(2),M(1),L(2),XL(1)	1
1360	78	18	2023-10-09	S(1),M(1),L(1),XL(0)	3
1361	88	21	2023-10-09	S(1),M(0),L(2),XL(0)	2
1362	41	17	2023-10-09	S(0),M(1),L(2),XL(0)	4
1363	83	51	2023-10-09	S(1),M(0),L(2),XL(1)	2
1364	88	24	2023-10-09	S(2),M(2),L(0),XL(1)	6
1365	77	87	2023-10-09	S(2),M(1),L(1),XL(0)	1
1366	66	100	2023-10-09	S(1),M(1),L(0),XL(0)	1
1367	74	18	2023-10-09	S(2),M(0),L(0),XL(2)	4
1368	60	61	2023-10-09	S(2),M(0),L(0),XL(2)	6
1369	67	78	2023-10-09	S(1),M(1),L(1),XL(0)	6
1370	7	14	2023-10-10	S(2),M(1),L(1),XL(0)	4
1371	78	69	2023-10-10	S(1),M(1),L(1),XL(2)	5
1372	69	28	2023-10-10	S(0),M(0),L(2),XL(0)	1
1373	58	51	2023-10-10	S(0),M(2),L(1),XL(0)	6
1374	79	58	2023-10-10	S(0),M(1),L(2),XL(1)	4
1375	19	91	2023-10-10	S(2),M(2),L(2),XL(0)	6
1376	63	50	2023-10-10	S(2),M(0),L(0),XL(2)	2
1377	37	74	2023-10-10	S(2),M(2),L(0),XL(2)	1
1378	24	13	2023-10-10	S(1),M(1),L(1),XL(1)	1
1379	63	36	2023-10-10	S(2),M(1),L(0),XL(0)	5
1380	81	93	2023-10-10	S(0),M(1),L(2),XL(1)	5
1381	36	6	2023-10-10	S(0),M(2),L(2),XL(2)	2
1382	17	55	2023-10-10	S(2),M(2),L(1),XL(1)	5
1383	34	45	2023-10-10	S(0),M(1),L(2),XL(2)	6
1384	4	33	2023-10-10	S(0),M(1),L(1),XL(0)	4
1385	53	97	2023-10-10	S(1),M(2),L(0),XL(2)	4
1386	37	17	2023-10-10	S(2),M(0),L(0),XL(2)	6
1387	3	96	2023-10-10	S(1),M(1),L(1),XL(0)	6
1388	80	75	2023-10-10	S(2),M(1),L(0),XL(2)	5
1389	85	62	2023-10-10	S(0),M(1),L(0),XL(2)	6
1390	17	95	2023-10-10	S(2),M(2),L(0),XL(2)	6
1391	69	33	2023-10-10	S(2),M(2),L(1),XL(1)	3
1392	46	20	2023-10-10	S(1),M(0),L(0),XL(0)	6
1393	90	78	2023-10-10	S(2),M(2),L(0),XL(0)	5
